Field Sample ID,Location ID,Date Sampled,Parameter Name,Report Result,Report Units,Lab Qualifier,Detected,Sample Matrix,Sample Purpose,Sample Type,Filtered,Leached,Start Depth,End Depth,Elevation
S251H1,S251,7/30/2002,Arsenic,3.49,mg/kg,,Y,SOIL,REG,SB,N,N,14,14.5,5.801260948
S252A4,S252,9/25/2002,Arsenic,3.8,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,5.600498676
S252B2,S252,9/25/2002,Arsenic,17.9,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,5.600498676
S252G2,S252,9/25/2002,Arsenic,1.4,mg/kg,,Y,SOIL,REG,SB,N,N,12.5,13,5.600498676
S253A4,S253,10/2/2002,Arsenic,3.5,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,5.886683941
S253B3,S253,10/2/2002,Arsenic,4.7,mg/kg,,Y,SOIL,REG,SB,N,N,3,3.5,5.886683941
S253I2,S253,10/2/2002,Arsenic,1,mg/kg,J,Y,SOIL,REG,SB,N,N,16.5,17,5.886683941
S254A4,S254,8/7/2002,Arsenic,9.4,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,5.338733673
S254C4,S254,8/7/2002,Arsenic,3,mg/kg,,Y,SOIL,REG,SB,N,N,5.5,6,5.338733673
S254F1,S254,8/7/2002,Arsenic,4.8,mg/kg,,Y,SOIL,REG,SB,N,N,10,10.5,5.338733673
S255A4,S255,8/7/2002,Arsenic,39.8,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,7.409734249
S255D3,S255,8/7/2002,Arsenic,27.9,mg/kg,,Y,SOIL,REG,SB,N,N,7,7.5,7.409734249
S255F2,S255,8/7/2002,Arsenic,17.5,mg/kg,,Y,SOIL,REG,SB,N,N,10.5,11,7.409734249
S256A3,S256,8/7/2002,Arsenic,21.7,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,5.335819721
S256D1,S256,8/7/2002,Arsenic,9.4,mg/kg,,Y,SOIL,REG,SB,N,N,6,6.5,5.335819721
S256H4,S256,8/7/2002,Arsenic,4.8,mg/kg,,Y,SOIL,REG,SB,N,N,15.5,16,5.335819721
S257A3,S257,8/8/2002,Arsenic,4.4,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,6.002250195
S257C4,S257,8/8/2002,Arsenic,17.7,mg/kg,,Y,SOIL,REG,SB,N,N,5.5,6,6.002250195
S257G3,S257,8/8/2002,Arsenic,9.8,mg/kg,,Y,SOIL,REG,SB,N,N,13,13.5,6.002250195
S258A4,S258,8/8/2002,Arsenic,21.3,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,5.360251427
S258C4,S258,8/8/2002,Arsenic,8.1,mg/kg,,Y,SOIL,REG,SB,N,N,5.5,6,5.360251427
S258D4,S258,8/8/2002,Arsenic,5.6,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,5.360251427
S259A4,S259,8/8/2002,Arsenic,15.1,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,7.590778828
S259D3,S259,8/8/2002,Arsenic,23.7,mg/kg,,Y,SOIL,REG,SB,N,N,7,7.5,7.590778828
S259F4,S259,8/8/2002,Arsenic,6.5,mg/kg,,Y,SOIL,REG,SB,N,N,11.5,12,7.590778828
S261B2,S261,8/12/2002,Arsenic,58.6,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,4.273071766
S264A4,S264,8/13/2002,Arsenic,11.9,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,6.502467155
S264C2,S264,8/13/2002,Arsenic,7.1,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,6.502467155
S264H4,S264,8/13/2002,Arsenic,10.6,mg/kg,,Y,SOIL,REG,SB,N,N,15.5,16,6.502467155
S265A4,S265,8/13/2002,Arsenic,9.2,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,6.199138165
S265E2,S265,8/13/2002,Arsenic,3.3,mg/kg,,Y,SOIL,REG,SB,N,N,8.5,9,6.199138165
S265H1,S265,8/13/2002,Arsenic,14.6,mg/kg,,Y,SOIL,REG,SB,N,N,14,14.5,6.199138165
S268A4,S268,8/8/2002,Arsenic,17.3,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,6.041593552
S272A4,S272,8/14/2002,Arsenic,1.7,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,6.446449757
S272C3,S272,8/14/2002,Arsenic,2,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,6.446449757
S272I2,S272,8/14/2002,Arsenic,2.3,mg/kg,,Y,SOIL,REG,SB,N,N,16.5,17,6.446449757
S273A4,S273,8/14/2002,Arsenic,1.4,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,6.282722473
S273H3,S273,8/14/2002,Arsenic,5.5,mg/kg,,Y,SOIL,REG,SB,N,N,15,15.5,6.282722473
S273I4,S273,8/14/2002,Arsenic,2.8,mg/kg,,Y,SOIL,REG,SB,N,N,17.5,18,6.282722473
S274A4,S274,8/14/2002,Arsenic,14.1,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.530509472
S274B2,S274,8/14/2002,Arsenic,15.4,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,4.530509472
S274E2,S274,8/14/2002,Arsenic,6.5,mg/kg,,Y,SOIL,REG,SB,N,N,8.5,9,4.530509472
S275F4,S275,8/13/2002,Arsenic,5.3,mg/kg,,Y,SOIL,REG,SB,N,N,11.5,12,4.008553505
S275A4,S275,8/13/2002,Arsenic,18.8,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.008553505
S275C4,S275,8/13/2002,Arsenic,28,mg/kg,,Y,SOIL,REG,SB,N,N,5.5,6,4.008553505
S276A4,S276,8/28/2002,Arsenic,5.5,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,7.090488911
S276C4,S276,8/28/2002,Arsenic,12.7,mg/kg,,Y,SOIL,REG,SB,N,N,5.5,6,7.090488911
S276G4,S276,8/28/2002,Arsenic,1.4,mg/kg,,Y,SOIL,REG,SB,N,N,13.5,14,7.090488911
S277A4,S277,8/16/2002,Arsenic,2.4,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,5.261034489
S277C3,S277,8/16/2002,Arsenic,4.6,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,5.261034489
S277G4,S277,8/16/2002,Arsenic,3.9,mg/kg,,Y,SOIL,REG,SB,N,N,13.5,14,5.261034489
S278(6-8),S278,8/16/2002,Arsenic,0.0366,mg/kg,,Y,SOIL,REG,SB,N,Y,6,8,5.074425697
S278B1,S278,8/16/2002,Arsenic,9.1,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,5.074425697
S278C2,S278,8/16/2002,Arsenic,7.3,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,5.074425697
S278F4,S278,8/16/2002,Arsenic,3.9,mg/kg,,Y,SOIL,REG,SB,N,N,11.5,12,5.074425697
S279A2,S279,8/19/2002,Arsenic,5.2,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,4.525246143
S279B1,S279,8/19/2002,Arsenic,5.6,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,4.525246143
S279D3,S279,8/19/2002,Arsenic,12.7,mg/kg,,Y,SOIL,REG,SB,N,N,7,7.5,4.525246143
S280A4,S280,8/27/2002,Arsenic,2.2,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,3.716555595
S280C2,S280,8/27/2002,Arsenic,1.4,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,3.716555595
S280G2,S280,8/27/2002,Arsenic,10.5,mg/kg,,Y,SOIL,REG,SB,N,N,12.5,13,3.716555595
S281A4,S281,8/27/2002,Arsenic,9.5,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.293181419
S281B2,S281,8/27/2002,Arsenic,8,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,4.293181419
S281F4,S281,8/27/2002,Arsenic,9.8,mg/kg,,Y,SOIL,REG,SB,N,N,11.5,12,4.293181419
S282A4,S282,9/27/2002,Arsenic,2.2,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.563694477
S282B3,S282,9/27/2002,Arsenic,8.6,mg/kg,,Y,SOIL,REG,SB,N,N,3,3.5,4.563694477
S282G4,S282,9/27/2002,Arsenic,6.1,mg/kg,,Y,SOIL,REG,SB,N,N,13.5,14,4.563694477
S283A4,S283,8/16/2002,Arsenic,5.8,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.419725895
S283C3,S283,8/16/2002,Arsenic,3.7,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,4.419725895
S283G4,S283,8/16/2002,Arsenic,4.6,mg/kg,,Y,SOIL,REG,SB,N,N,13.5,14,4.419725895
S284A4,S284,8/27/2002,Arsenic,11.3,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.595285892
S284B1,S284,8/27/2002,Arsenic,6.3,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,4.595285892
S284G4,S284,8/27/2002,Arsenic,4.1,mg/kg,,Y,SOIL,REG,SB,N,N,13.5,14,4.595285892
S285A4,S285,8/19/2002,Arsenic,32.7,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,6.776906013
S285C3,S285,8/19/2002,Arsenic,3.1,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,6.776906013
S285F4,S285,8/19/2002,Arsenic,4.6,mg/kg,,Y,SOIL,REG,SB,N,N,11.5,12,6.776906013
S286A2,S286,8/28/2002,Arsenic,28.9,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,6.685657501
S286B3,S286,8/28/2002,Arsenic,41.7,mg/kg,,Y,SOIL,REG,SB,N,N,3,3.5,6.685657501
S286C4,S286,8/28/2002,Arsenic,2.5,mg/kg,,Y,SOIL,REG,SB,N,N,5.5,6,6.685657501
S287(3-5),S287,8/20/2002,Arsenic,0.0049,mg/kg,U,N,SOIL,REG,SB,N,Y,3,5,5.806121826
S287A4,S287,8/20/2002,Arsenic,50.7,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,5.806121826
S287F4,S287,8/20/2002,Arsenic,5.3,mg/kg,,Y,SOIL,REG,SB,N,N,11.5,12,5.806121826
S287H3,S287,8/20/2002,Arsenic,11.1,mg/kg,,Y,SOIL,REG,SB,N,N,15,15.5,5.806121826
S288A3,S288,8/21/2002,Arsenic,11.6,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,4.155780315
S288D1,S288,8/21/2002,Arsenic,6,mg/kg,,Y,SOIL,REG,SB,N,N,6,6.5,4.155780315
S288G2,S288,8/21/2002,Arsenic,2,mg/kg,,Y,SOIL,REG,SB,N,N,12.5,13,4.155780315
S288(2-4),S288,8/21/2002,Arsenic,0.0049,mg/kg,U,N,SOIL,REG,SB,N,Y,2,4,4.155780315
S289C2,S289,8/21/2002,Arsenic,5.1,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,5.568622589
S289D3,S289,8/21/2002,Arsenic,23.9,mg/kg,,Y,SOIL,REG,SB,N,N,7,7.5,5.568622589
S289F2,S289,8/21/2002,Arsenic,9,mg/kg,,Y,SOIL,REG,SB,N,N,10.5,11,5.568622589
S290A2,S290,8/20/2002,Arsenic,13.1,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,4.071670055
S290C2,S290,8/20/2002,Arsenic,6.9,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,4.071670055
S290F4,S290,8/20/2002,Arsenic,2.1,mg/kg,,Y,SOIL,REG,SB,N,N,11.5,12,4.071670055
S291A4,S291,8/21/2002,Arsenic,19.3,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,6.853773117
S291D3,S291,8/21/2002,Arsenic,5,mg/kg,,Y,SOIL,REG,SB,N,N,7,7.5,6.853773117
S291G4,S291,8/21/2002,Arsenic,4.5,mg/kg,,Y,SOIL,REG,SB,N,N,13.5,14,6.853773117
S292A4,S292,8/20/2002,Arsenic,31.1,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.459815979
S292C1,S292,8/20/2002,Arsenic,60.3,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,4.459815979
S292H3,S292,8/20/2002,Arsenic,12.4,mg/kg,,Y,SOIL,REG,SB,N,N,15,15.5,4.459815979
S293A4,S293,8/22/2002,Arsenic,26.7,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,5.383577824
S293C2,S293,8/22/2002,Arsenic,8.7,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,5.383577824
S293E1,S293,8/22/2002,Arsenic,8.4,mg/kg,,Y,SOIL,REG,SB,N,N,8,8.5,5.383577824
S294C1,S294,8/28/2002,Arsenic,27.6,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,3.961189747
S294E3,S294,8/28/2002,Arsenic,11.7,mg/kg,,Y,SOIL,REG,SB,N,N,9,9.5,3.961189747
S294A4,S294,8/28/2002,Arsenic,60.9,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,3.961189747
S295A4,S295,8/26/2002,Arsenic,18,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.961399555
S295F3,S295,8/26/2002,Arsenic,3.7,mg/kg,,Y,SOIL,REG,SB,N,N,11,11.5,4.961399555
S295G3,S295,8/26/2002,Arsenic,7.3,mg/kg,,Y,SOIL,REG,SB,N,N,13,13.5,4.961399555
S296A4,S296,8/26/2002,Arsenic,7.1,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,6.10617733
S296B3,S296,8/26/2002,Arsenic,4.1,mg/kg,,Y,SOIL,REG,SB,N,N,3,3.5,6.10617733
S296F3,S296,8/26/2002,Arsenic,4.8,mg/kg,,Y,SOIL,REG,SB,N,N,11,11.5,6.10617733
S297,S297,9/10/2002,Arsenic,0.0049,mg/kg,U,N,SOIL,REG,SB,N,Y,3,5,5.70923233
S297A3,S297,9/10/2002,Arsenic,2.3,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,5.70923233
S297C1,S297,9/10/2002,Arsenic,5.7,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,5.70923233
S297I1,S297,9/10/2002,Arsenic,14.4,mg/kg,,Y,SOIL,REG,SB,N,N,16,16.5,5.70923233
S298A4,S298,9/30/2002,Arsenic,5.2,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.929442406
S298C3,S298,9/30/2002,Arsenic,4.4,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,4.929442406
S298H4,S298,9/30/2002,Arsenic,3,mg/kg,,Y,SOIL,REG,SB,N,N,15.5,16,4.929442406
S299A4,S299,9/30/2002,Arsenic,26.3,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,8.348540306
S299C4,S299,9/30/2002,Arsenic,13.5,mg/kg,,Y,SOIL,REG,SB,N,N,5.5,6,8.348540306
S299H3,S299,9/30/2002,Arsenic,12.3,mg/kg,,Y,SOIL,REG,SB,N,N,15,15.5,8.348540306
S300A4,S300,9/30/2002,Arsenic,4.4,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,2.883253813
S300C3,S300,9/30/2002,Arsenic,4.8,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,2.883253813
S300N1,S300,10/1/2002,Arsenic,20.5,mg/kg,,Y,SOIL,REG,SB,N,N,26,26.5,2.883253813
S301A4,S301,10/2/2002,Arsenic,11.2,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,6.196155071
S301C1,S301,10/2/2002,Arsenic,16.1,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,6.196155071
S301C2,S301,10/2/2002,Arsenic,0.0049,mg/kg,U,N,SOIL,REG,SB,N,Y,4.5,5,6.196155071
S301J1,S301,10/2/2002,Arsenic,10.1,mg/kg,,Y,SOIL,REG,SB,N,N,18,18.5,6.196155071
S302A3,S302,11/4/2002,Arsenic,4.5,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,5.180662632
S302C3,S302,11/4/2002,Arsenic,65.3,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,5.180662632
S302D4,S302,11/4/2002,Arsenic,12.6,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,5.180662632
S303A4,S303,11/4/2002,Arsenic,7.7,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,6.723722458
S303D1,S303,11/4/2002,Arsenic,53.2,mg/kg,,Y,SOIL,REG,SB,N,N,6,6.5,6.723722458
S303D4,S303,11/4/2002,Arsenic,11.8,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,6.723722458
S304C3,S304,5/6/2003,Arsenic,20.2,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,7.261171341
S305B4,S305,11/12/2002,Arsenic,13.8,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,5.187509537
S306B2,S306,11/20/2002,Arsenic,29,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,5.072266102
S307A4,S307,11/13/2002,Arsenic,13.5,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,5.192233086
S308D3,S308,11/25/2002,Arsenic,4.6,mg/kg,,Y,SOIL,REG,SB,N,N,7,7.5,3.623404503
S309C3,S309,11/12/2002,Arsenic,4.2,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,7.6594944
S310F1,S310,11/12/2002,Arsenic,4.1,mg/kg,,Y,SOIL,REG,SB,N,N,10,10.5,3.736073494
S311A4,S311,11/20/2002,Arsenic,70.4,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.385983467
S312C1,S312,11/20/2002,Arsenic,16.3,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,3.916117907
S313C3,S313,11/22/2002,Arsenic,35.3,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,5.101018906
S314C3,S314,11/22/2002,Arsenic,7.4,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,3.449781418
S315A2,S315,11/22/2002,Arsenic,10.7,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,6.550385952
S316D4,S316,11/19/2002,Arsenic,26.2,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,6.118774891
S317D4,S317,11/26/2002,Arsenic,15.5,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,3.393806934
S318B4,S318,11/20/2002,Arsenic,14.6,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,6.375995159
S319D1,S319,11/20/2002,Arsenic,25.8,mg/kg,,Y,SOIL,REG,SB,N,N,6,6.5,5.379187584
S320D4,S320,11/19/2002,Arsenic,50.6,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,9.336740494
S321F2,S321,11/19/2002,Arsenic,26.1,mg/kg,,Y,SOIL,REG,SB,N,N,10.5,11,6.943119526
S322F2,S322,11/19/2002,Arsenic,9,mg/kg,,Y,SOIL,REG,SB,N,N,10.5,11,3.792194128
S323F4,S323,11/19/2002,Arsenic,8.8,mg/kg,,Y,SOIL,REG,SB,N,N,11.5,12,7.942410946
S324B3,S324,11/18/2002,Arsenic,6.4,mg/kg,,Y,SOIL,REG,SB,N,N,3,3.5,4.809713364
S325C2,S325,11/18/2002,Arsenic,2.7,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,7.196614742
S326D2,S326,11/18/2002,Arsenic,4.5,mg/kg,,Y,SOIL,REG,SB,N,N,6.5,7,5.554564953
S327E3,S327,11/20/2002,Arsenic,4.3,mg/kg,,Y,SOIL,REG,SB,N,N,9,9.5,4.71639061
S328B4,S328,11/20/2002,Arsenic,1.5,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,6.44481802
S329E1,S329,11/22/2002,Arsenic,11.8,mg/kg,,Y,SOIL,REG,SB,N,N,8,8.5,2.831930399
S330F1,S330,12/10/2002,Arsenic,27.8,mg/kg,,Y,SOIL,REG,SB,N,N,10,10.5,7.208967686
S331E4,S331,11/21/2002,Arsenic,18,mg/kg,,Y,SOIL,REG,SB,N,N,9.5,10,7.583037376
S332D1,S332,11/21/2002,Arsenic,8.1,mg/kg,,Y,SOIL,REG,SB,N,N,6,6.5,5.255793095
S333F3,S333,11/21/2002,Arsenic,12.7,mg/kg,,Y,SOIL,REG,SB,N,N,11,11.5,4.727964878
S334B4,S334,11/21/2002,Arsenic,5.3,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,4.188461781
S335C1,S335,11/22/2002,Arsenic,3.7,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,5.607631207
S336F4,S336,11/22/2002,Arsenic,3,mg/kg,,Y,SOIL,REG,SB,N,N,11.5,12,4.038463593
S337H3,S337,11/22/2002,Arsenic,29.5,mg/kg,,Y,SOIL,REG,SB,N,N,15,15.5,4.750791073
S338B1,S338,12/3/2002,Arsenic,2.7,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,4.024935246
S339D3,S339,12/3/2002,Arsenic,4,mg/kg,,Y,SOIL,REG,SB,N,N,7,7.5,3.452604532
S340B1,S340,11/27/2002,Arsenic,30,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,4.560156822
S341B4,S341,11/25/2002,Arsenic,6.1,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,4.859902859
S342B3,S342,11/25/2002,Arsenic,3.6,mg/kg,,Y,SOIL,REG,SB,N,N,3,3.5,4.527977943
S342B2,S342,11/27/2002,Arsenic,7,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,4.527977943
S343C4,S343,11/25/2002,Arsenic,5.2,mg/kg,,Y,SOIL,REG,SB,N,N,5.5,6,9.774333954
S344B2,S344,11/25/2002,Arsenic,5.8,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,4.584914684
S345B4,S345,11/25/2002,Arsenic,7.2,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,3.907811403
S346A2,S346,11/25/2002,Arsenic,3.5,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,6.132849693
S347E3,S347,11/25/2002,Arsenic,48.2,mg/kg,,Y,SOIL,REG,SB,N,N,9,9.5,6.661837578
S348E2,S348,11/25/2002,Arsenic,17.9,mg/kg,,Y,SOIL,REG,SB,N,N,8.5,9,10.778759
S349B4,S349,11/25/2002,Arsenic,12.6,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,4.478718758
S350D4,S350,11/25/2002,Arsenic,6,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,5.253254414
S351C1,S351,12/18/2002,Arsenic,36.2,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,6.320064068
S352C1,S352,12/18/2002,Arsenic,8.2,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,8.008695602
S353E1,S353,12/18/2002,Arsenic,16,mg/kg,,Y,SOIL,REG,SB,N,N,8,8.5,3.967499018
S354D1,S354,12/17/2002,Arsenic,9.4,mg/kg,,Y,SOIL,REG,SB,N,N,6,6.5,8.049104691
S355E1,S355,12/17/2002,Arsenic,12.9,mg/kg,,Y,SOIL,REG,SB,N,N,8,8.5,5.310803413
S356B1,S356,12/17/2002,Arsenic,6.2,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,7.630498409
S357B2,S357,11/26/2002,Arsenic,71.4,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,5.031540871
S358C1,S358,11/26/2002,Arsenic,1.9,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,3.980098486
S359A4,S359,11/26/2002,Arsenic,93.4,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,0
S360B4,S360,11/27/2002,Arsenic,139,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,4.493872643
S361D2,S361,11/26/2002,Arsenic,76.7,mg/kg,,Y,SOIL,REG,SB,N,N,6.5,7,2.937505245
S362A3,S362,11/26/2002,Arsenic,22.2,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,6.043727398
S363F3,S363,12/3/2002,Arsenic,5,mg/kg,,Y,SOIL,REG,SB,N,N,11,11.5,5.065363407
S364B1,S364,12/9/2002,Arsenic,16.4,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,6.223958969
S365C1,S365,12/3/2002,Arsenic,5.8,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,4.526207924
S366C1,S366,12/9/2002,Arsenic,5.8,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,6.136440277
S367C3,S367,12/9/2002,Arsenic,19.8,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,3.362112522
S368E1,S368,12/3/2002,Arsenic,3.9,mg/kg,,Y,SOIL,REG,SB,N,N,8,8.5,4.988737106
S369D2,S369,12/3/2002,Arsenic,0.73,mg/kg,J,Y,SOIL,REG,SB,N,N,6.5,7,4.338175297
S370B1,S370,11/27/2002,Arsenic,16.4,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,3.583051443
S371C3,S371,12/2/2002,Arsenic,9.2,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,2.784319878
S372D1,S372,12/2/2002,Arsenic,1.6,mg/kg,,Y,SOIL,REG,SB,N,N,6,6.5,4.307875156
S373D1,S373,12/2/2002,Arsenic,3.4,mg/kg,,Y,SOIL,REG,SB,N,N,6,6.5,5.81260252
S374B4,S374,12/17/2002,Arsenic,2.1,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,6.813767433
S375B3,S375,12/9/2002,Arsenic,1.1,mg/kg,J,Y,SOIL,REG,SB,N,N,3,3.5,6.003107071
S376C4,S376,12/10/2002,Arsenic,3.9,mg/kg,,Y,SOIL,REG,SB,N,N,5.5,6,3.909535885
S377G2,S377,12/10/2002,Arsenic,10.4,mg/kg,,Y,SOIL,REG,SB,N,N,12.5,13,6.048529148
S378D2,S378,12/2/2002,Arsenic,9.3,mg/kg,,Y,SOIL,REG,SB,N,N,6.5,7,4.471085548
S379C1,S379,12/10/2002,Arsenic,19.8,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,5.221715927
S380G1,S380,5/8/2003,Arsenic,6.77,mg/kg,,Y,SOIL,REG,SB,N,N,12,12.5,6.30865097
S381E1,S381,5/7/2003,Arsenic,8.5,mg/kg,,Y,SOIL,REG,SB,N,N,8,8.5,6.184519768
S382E1,S382,5/7/2003,Arsenic,5.2,mg/kg,,Y,SOIL,REG,SB,N,N,8,8.5,8.040244102
S383H3,S383,12/12/2002,Arsenic,16.2,mg/kg,,Y,SOIL,REG,SB,N,N,15,15.5,6.263762951
S384D4,S384,12/12/2002,Arsenic,8.2,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,5.363286495
S385D3,S385,12/12/2002,Arsenic,19.9,mg/kg,,Y,SOIL,REG,SB,N,N,7,7.5,6.394869328
S386C2,S386,12/20/2002,Arsenic,15.5,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,5.218697071
S387E4,S387,12/20/2002,Arsenic,4.2,mg/kg,,Y,SOIL,REG,SB,N,N,9.5,10,4.859642506
S388B4,S388,12/16/2002,Arsenic,22.1,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,7.025702
S388D4,S388,12/16/2002,Arsenic,1.6,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,7.025702
S389B2,S389,12/16/2002,Arsenic,12.1,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,5.434466839
S390A3,S390,12/12/2002,Arsenic,17.8,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,4.791039944
S391A3,S391,12/12/2002,Arsenic,45.1,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,4.668293476
